postId,time_diff_experiment,condition,vis,bonus,age,gender,education,p,x1,x2,lotterychoice,ev,ce,rrp
jzmws2yl,272025,bar,5,8.28,26,Male,Graduate school,0.1,10,0,9b,1,5.25,-4.25
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.05,20,0,5b,1,14.5,-13.5
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.1,10,0,8b,1,5.75,-4.75
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.1,10,0,7b,1,6.25,-5.25
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.05,20,0,0b,1,19.5,-18.5
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.1,10,0,0b,1,9.75,-8.75
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.05,20,0,19b,1,1,0
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.1,10,0,19b,1,0.5,0.5
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.1,10,0,7b,1,6.25,-5.25
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.05,20,0,9b,1,10.5,-9.5
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.1,10,0,0b,1,9.75,-8.75
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.05,20,0,0b,1,19.5,-18.5
jzmw864s,343165,none,0,5.73,37,Male,High school,0.1,10,0,14b,1,2.75,-1.75
jzmw864s,343165,none,0,5.73,37,Male,High school,0.05,20,0,15b,1,4.5,-3.5
jzmvhycy,430010,none,0,8.185,32,Male,College,0.1,10,0,18b,1,0.75,0.25
jzmvhycy,430010,none,0,8.185,32,Male,College,0.05,20,0,18b,1,1.5,-0.5
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.05,20,0,5b,1,14.5,-13.5
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.1,10,0,8b,1,5.75,-4.75
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.05,20,0,17b,1,2.5,-1.5
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.1,10,0,16b,1,1.75,-0.75
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.05,20,0,19b,1,1,0
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.1,10,0,18b,1,0.75,0.25
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.1,10,0,10b,1,4.75,-3.75
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.05,20,0,19b,1,1,0
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.05,20,0,4b,1,15.5,-14.5
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.1,10,0,5b,1,7.25,-6.25
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.05,20,0,0a,1,20,-19
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.1,10,0,0a,1,10,-9
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.1,10,0,6b,1,6.75,-5.75
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.05,20,0,10b,1,9.5,-8.5
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.1,10,0,0a,1,10,-9
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.05,20,0,5a,1,15.5,-14.5
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.1,10,0,0a,1,10,-9
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.05,20,0,0a,1,20,-19
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.1,10,0,6b,1,6.75,-5.75
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.05,20,0,15b,1,4.5,-3.5
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.1,10,0,17a,1,1.75,-0.75
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.05,20,0,13a,1,7.5,-6.5
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.1,10,0,19b,1,0.5,0.5
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.05,20,0,19b,1,1,0
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.05,20,0,19b,1,1,0
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.1,10,0,19b,1,0.5,0.5
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.05,20,0,11b,1,8.5,-7.5
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.1,10,0,8b,1,5.75,-4.75
jzmwqano,264294,bar,5,7.6,24,Female,College,0.1,10,0,0b,1,9.75,-8.75
jzmwqano,264294,bar,5,7.6,24,Female,College,0.05,20,0,0b,1,19.5,-18.5
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.05,20,0,16a,1,4.5,-3.5
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.1,10,0,18b,1,0.75,0.25
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.1,10,0,19b,1,0.5,0.5
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.05,20,0,13b,1,6.5,-5.5
jzmvl453,926214,circle,3,6.93,37,Female,College,0.1,10,0,19b,1,0.5,0.5
jzmvl453,926214,circle,3,6.93,37,Female,College,0.05,20,0,16a,1,4.5,-3.5
jzmvryol,138781,pie,2,8.48,21,Male,College,0.1,10,0,5b,1,7.25,-6.25
jzmvryol,138781,pie,2,8.48,21,Male,College,0.05,20,0,5b,1,14.5,-13.5
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.05,20,0,8b,1,11.5,-10.5
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.1,10,0,0b,1,9.75,-8.75
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.1,10,0,19b,1,0.5,0.5
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.05,20,0,5b,1,14.5,-13.5
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.05,20,0,14b,1,5.5,-4.5
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.1,10,0,16b,1,1.75,-0.75
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.1,10,0,10b,1,4.75,-3.75
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.05,20,0,11b,1,8.5,-7.5
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.1,10,0,0b,1,9.75,-8.75
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.05,20,0,0a,1,20,-19
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.1,10,0,10b,1,4.75,-3.75
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmwlhuh,630411,pie,2,6.825,34,Male,Graduate school,0.1,10,0,8b,1,5.75,-4.75
jzmwlhuh,630411,pie,2,6.825,34,Male,Graduate school,0.05,20,0,19b,1,1,0
jzmvjti5,858393,bar,5,6.295,33,Female,High school,0.05,20,0,1b,1,18.5,-17.5
jzmvjti5,858393,bar,5,6.295,33,Female,High school,0.1,10,0,12b,1,3.75,-2.75
jzmveoql,417231,bar,5,7.06,36,Male,High school,0.05,20,0,15a,1,5.5,-4.5
jzmveoql,417231,bar,5,7.06,36,Male,High school,0.1,10,0,18a,1,1.25,-0.25
jzmx1j75,584875,bar,5,7.005,30,Female,College,0.1,10,0,12b,1,3.75,-2.75
jzmx1j75,584875,bar,5,7.005,30,Female,College,0.05,20,0,15b,1,4.5,-3.5
jzmviqyl,298517,bar,5,7.355,25,Male,College,0.1,10,0,14b,1,2.75,-1.75
jzmviqyl,298517,bar,5,7.355,25,Male,College,0.05,20,0,15b,1,4.5,-3.5
jzmvi9qd,701817,circle,3,5.97,56,Male,High school,0.1,10,0,4b,1,7.75,-6.75
jzmvi9qd,701817,circle,3,5.97,56,Male,High school,0.05,20,0,10b,1,9.5,-8.5
jzmvfr58,431897,icon,1,7.51,38,Male,Graduate school,0.05,20,0,19b,1,1,0
jzmvfr58,431897,icon,1,7.51,38,Male,Graduate school,0.1,10,0,19b,1,0.5,0.5
jzmwkl48,366854,bar,5,7.995,21,Female,High school,0.1,10,0,3b,1,8.25,-7.25
jzmwkl48,366854,bar,5,7.995,21,Female,High school,0.05,20,0,3b,1,16.5,-15.5
jzmvn3mi,209729,bar,5,6.895,29,Female,College,0.1,10,0,9b,1,5.25,-4.25
jzmvn3mi,209729,bar,5,6.895,29,Female,College,0.05,20,0,11b,1,8.5,-7.5
jzmvgkjd,304593,triangle,4,7.395,47,Male,College,0.05,20,0,14b,1,5.5,-4.5
jzmvgkjd,304593,triangle,4,7.395,47,Male,College,0.1,10,0,14b,1,2.75,-1.75
jzmvgswb,734770,none,0,7.21,24,Male,College,0.05,20,0,18a,1,2.5,-1.5
jzmvgswb,734770,none,0,7.21,24,Male,College,0.1,10,0,17b,1,1.25,-0.25
jzmvv1mq,459909,pie,2,8.04,32,Female,College,0.05,20,0,19b,1,1,0
jzmvv1mq,459909,pie,2,8.04,32,Female,College,0.1,10,0,19b,1,0.5,0.5
jzmvowie,3620137,icon,1,6.57,24,Male,College,0.1,10,0,12a,1,4.25,-3.25
jzmvowie,3620137,icon,1,6.57,24,Male,College,0.05,20,0,0a,1,20,-19
jzmvqa0t,323323,icon,1,7.27,32,Male,College,0.05,20,0,4a,1,16.5,-15.5
jzmvqa0t,323323,icon,1,7.27,32,Male,College,0.1,10,0,9a,1,5.75,-4.75
jzmyjbp0,1869505,none,0,7.675,31,Female,College,0.05,20,0,10b,1,9.5,-8.5
jzmyjbp0,1869505,none,0,7.675,31,Female,College,0.1,10,0,10b,1,4.75,-3.75
jzmw05ld,96516,none,0,8.2,31,Male,Graduate school,0.05,20,0,7b,1,12.5,-11.5
jzmw05ld,96516,none,0,8.2,31,Male,Graduate school,0.1,10,0,0a,1,10,-9
jzmwoa35,382568,bar,5,7.58,31,Male,College,0.1,10,0,16b,1,1.75,-0.75
jzmwoa35,382568,bar,5,7.58,31,Male,College,0.05,20,0,18b,1,1.5,-0.5
jzmw4jig,315499,triangle,4,7.535,39,Female,High school,0.05,20,0,15b,1,4.5,-3.5
jzmw4jig,315499,triangle,4,7.535,39,Female,High school,0.1,10,0,12b,1,3.75,-2.75
jzmwq3ac,685222,bar,5,7.32,36,Male,College,0.1,10,0,18b,1,0.75,0.25
jzmwq3ac,685222,bar,5,7.32,36,Male,College,0.05,20,0,19a,1,1.5,-0.5
jzmvfvg5,330744,none,0,6.8,30,Male,College,0.05,20,0,16a,1,4.5,-3.5
jzmvfvg5,330744,none,0,6.8,30,Male,College,0.1,10,0,18a,1,1.25,-0.25
jzmverlm,1082367,circle,3,8.45,29,Male,High school,0.1,10,0,10b,1,4.75,-3.75
jzmverlm,1082367,circle,3,8.45,29,Male,High school,0.05,20,0,15b,1,4.5,-3.5
jzmvyr5y,310849,circle,3,8.1,26,Male,High school,0.05,20,0,10b,1,9.5,-8.5
jzmvyr5y,310849,circle,3,8.1,26,Male,High school,0.1,10,0,10b,1,4.75,-3.75
jzmvhem8,437645,icon,1,6.265,40,Male,High school,0.05,20,0,16b,1,3.5,-2.5
jzmvhem8,437645,icon,1,6.265,40,Male,High school,0.1,10,0,18b,1,0.75,0.25
jzmxxtup,296216,none,0,5.975,27,Female,College,0.05,20,0,5b,1,14.5,-13.5
jzmxxtup,296216,none,0,5.975,27,Female,College,0.1,10,0,0a,1,10,-9
jzmvegj1,217079,triangle,4,5.92,42,Male,College,0.1,10,0,0b,1,9.75,-8.75
jzmvegj1,217079,triangle,4,5.92,42,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmvet0t,198972,bar,5,7.745,22,Male,College,0.1,10,0,9b,1,5.25,-4.25
jzmvet0t,198972,bar,5,7.745,22,Male,College,0.05,20,0,8b,1,11.5,-10.5
jzmvfggr,575336,circle,3,7.47,37,Male,Graduate school,0.1,10,0,16b,1,1.75,-0.75
jzmvfggr,575336,circle,3,7.47,37,Male,Graduate school,0.05,20,0,17b,1,2.5,-1.5
jzmvfy62,595993,none,0,9.185,25,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmvfy62,595993,none,0,9.185,25,Male,College,0.1,10,0,5b,1,7.25,-6.25
jzmw0t7x,1021311,circle,3,8.535,32,Male,College,0.05,20,0,5b,1,14.5,-13.5
jzmw0t7x,1021311,circle,3,8.535,32,Male,College,0.1,10,0,0a,1,10,-9
jzmxf960,706080,triangle,4,7.64,61,Female,College,0.05,20,0,15b,1,4.5,-3.5
jzmxf960,706080,triangle,4,7.64,61,Female,College,0.1,10,0,16b,1,1.75,-0.75
jzmvx11f,672752,pie,2,8.215,30,Male,Graduate school,0.1,10,0,7a,1,6.75,-5.75
jzmvx11f,672752,pie,2,8.215,30,Male,Graduate school,0.05,20,0,7b,1,12.5,-11.5
jzmw4o7s,1054352,pie,2,7.34,48,Female,College,0.1,10,0,14b,1,2.75,-1.75
jzmw4o7s,1054352,pie,2,7.34,48,Female,College,0.05,20,0,16b,1,3.5,-2.5
jzmwti5v,508153,triangle,4,5.955,56,Female,College,0.1,10,0,0b,1,9.75,-8.75
jzmwti5v,508153,triangle,4,5.955,56,Female,College,0.05,20,0,2b,1,17.5,-16.5
jzmvfbd3,323141,pie,2,7.84,48,Male,Graduate school,0.1,10,0,10b,1,4.75,-3.75
jzmvfbd3,323141,pie,2,7.84,48,Male,Graduate school,0.05,20,0,5b,1,14.5,-13.5
jzmvgwde,487397,pie,2,6.31,32,Female,Graduate school,0.05,20,0,18b,1,1.5,-0.5
jzmvgwde,487397,pie,2,6.31,32,Female,Graduate school,0.1,10,0,17b,1,1.25,-0.25
jzmvr5nt,403430,triangle,4,5.29,29,Male,High school,0.05,20,0,10b,1,9.5,-8.5
jzmvr5nt,403430,triangle,4,5.29,29,Male,High school,0.1,10,0,9b,1,5.25,-4.25
jzmx3op6,228017,icon,1,7.985,26,Female,College,0.1,10,0,15b,1,2.25,-1.25
jzmx3op6,228017,icon,1,7.985,26,Female,College,0.05,20,0,14b,1,5.5,-4.5
jzmve7t1,411381,bar,5,9.175,30,Female,College,0.1,10,0,0b,1,9.75,-8.75
jzmve7t1,411381,bar,5,9.175,30,Female,College,0.05,20,0,10b,1,9.5,-8.5
jzmvxyws,391230,none,0,7.375,37,Female,Graduate school,0.05,20,0,18b,1,1.5,-0.5
jzmvxyws,391230,none,0,7.375,37,Female,Graduate school,0.1,10,0,10b,1,4.75,-3.75
jzmw3lj4,939622,bar,5,5.425,32,Female,College,0.1,10,0,12b,1,3.75,-2.75
jzmw3lj4,939622,bar,5,5.425,32,Female,College,0.05,20,0,12b,1,7.5,-6.5
jzmxkqkz,375736,icon,1,8.95,22,Female,Graduate school,0.05,20,0,0a,1,20,-19
jzmxkqkz,375736,icon,1,8.95,22,Female,Graduate school,0.1,10,0,0b,1,9.75,-8.75
jzmxjlh7,465590,bar,5,6.335,24,Male,College,0.1,10,0,16a,1,2.25,-1.25
jzmxjlh7,465590,bar,5,6.335,24,Male,College,0.05,20,0,17b,1,2.5,-1.5
jzmvk7ky,1811446,triangle,4,6.715,27,Male,College,0.05,20,0,17a,1,3.5,-2.5
jzmvk7ky,1811446,triangle,4,6.715,27,Male,College,0.1,10,0,14b,1,2.75,-1.75
jzmvenzn,599990,triangle,4,7.665,36,Female,College,0.05,20,0,15b,1,4.5,-3.5
jzmvenzn,599990,triangle,4,7.665,36,Female,College,0.1,10,0,16b,1,1.75,-0.75
jzmvee2g,436813,none,0,6.815,27,Male,Graduate school,0.05,20,0,15b,1,4.5,-3.5
jzmvee2g,436813,none,0,6.815,27,Male,Graduate school,0.1,10,0,14b,1,2.75,-1.75
jzmvflds,313703,none,0,8.18,25,Male,College,0.1,10,0,10b,1,4.75,-3.75
jzmvflds,313703,none,0,8.18,25,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmwlqn9,329022,triangle,4,7.6,40,Male,Post-doctoral,0.1,10,0,16b,1,1.75,-0.75
jzmwlqn9,329022,triangle,4,7.6,40,Male,Post-doctoral,0.05,20,0,19b,1,1,0
jzmw1n3f,507850,pie,2,6.895,58,Female,College,0.05,20,0,10b,1,9.5,-8.5
jzmw1n3f,507850,pie,2,6.895,58,Female,College,0.1,10,0,14b,1,2.75,-1.75
jzmvms8l,676160,pie,2,7.855,33,Female,High school,0.1,10,0,11b,1,4.25,-3.25
jzmvms8l,676160,pie,2,7.855,33,Female,High school,0.05,20,0,15b,1,4.5,-3.5
jzmvfcn3,619963,icon,1,6.46,30,Female,High school,0.05,20,0,17b,1,2.5,-1.5
jzmvfcn3,619963,icon,1,6.46,30,Female,High school,0.1,10,0,18b,1,0.75,0.25
jzmvmtqv,622527,none,0,7.195,33,Male,College,0.05,20,0,19b,1,1,0
jzmvmtqv,622527,none,0,7.195,33,Male,College,0.1,10,0,12b,1,3.75,-2.75
jzmvlnbx,213576,bar,5,7.6,32,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmvlnbx,213576,bar,5,7.6,32,Male,College,0.1,10,0,10b,1,4.75,-3.75
jzmx53jz,333799,circle,3,7.635,46,Male,High school,0.1,10,0,13b,1,3.25,-2.25
jzmx53jz,333799,circle,3,7.635,46,Male,High school,0.05,20,0,15b,1,4.5,-3.5
jzmvzx87,823464,pie,2,7.21,36,Female,High school,0.1,10,0,4b,1,7.75,-6.75
jzmvzx87,823464,pie,2,7.21,36,Female,High school,0.05,20,0,10b,1,9.5,-8.5
jzmvka6l,236625,pie,2,7.755,32,Female,College,0.05,20,0,17a,1,3.5,-2.5
jzmvka6l,236625,pie,2,7.755,32,Female,College,0.1,10,0,16a,1,2.25,-1.25
jzmvppow,1311512,none,0,6.215,49,Female,College,0.1,10,0,19b,1,0.5,0.5
jzmvppow,1311512,none,0,6.215,49,Female,College,0.05,20,0,19b,1,1,0
jzmwc9mj,312682,triangle,4,7.7,25,Male,College,0.1,10,0,0a,1,10,-9
jzmwc9mj,312682,triangle,4,7.7,25,Male,College,0.05,20,0,0b,1,19.5,-18.5
jzmxcyvr,540435,none,0,5.44,32,Male,College,0.05,20,0,19b,1,1,0
jzmxcyvr,540435,none,0,5.44,32,Male,College,0.1,10,0,19b,1,0.5,0.5
jzmw9b08,807762,triangle,4,5.275,37,Male,College,0.1,10,0,19b,1,0.5,0.5
jzmw9b08,807762,triangle,4,5.275,37,Male,College,0.05,20,0,19b,1,1,0
jzmwihwp,599805,triangle,4,6.595,32,Female,High school,0.1,10,0,14b,1,2.75,-1.75
jzmwihwp,599805,triangle,4,6.595,32,Female,High school,0.05,20,0,15b,1,4.5,-3.5
jzmvjclo,406588,bar,5,7.33,31,Male,Graduate school,0.1,10,0,6b,1,6.75,-5.75
jzmvjclo,406588,bar,5,7.33,31,Male,Graduate school,0.05,20,0,11b,1,8.5,-7.5
jzmx799i,204207,pie,2,6.955,38,Male,High school,0.1,10,0,12b,1,3.75,-2.75
jzmx799i,204207,pie,2,6.955,38,Male,High school,0.05,20,0,13b,1,6.5,-5.5
jzmvqze3,542773,bar,5,7.245,47,Female,College,0.05,20,0,14b,1,5.5,-4.5
jzmvqze3,542773,bar,5,7.245,47,Female,College,0.1,10,0,14b,1,2.75,-1.75
jzmvi5at,643752,icon,1,7.66,38,Female,College,0.1,10,0,16b,1,1.75,-0.75
jzmvi5at,643752,icon,1,7.66,38,Female,College,0.05,20,0,14b,1,5.5,-4.5
jzmvkip6,269194,pie,2,7.205,38,Male,High school,0.05,20,0,10b,1,9.5,-8.5
jzmvkip6,269194,pie,2,7.205,38,Male,High school,0.1,10,0,11b,1,4.25,-3.25
jzmvfi4c,495837,icon,1,7.76,45,Female,College,0.05,20,0,14b,1,5.5,-4.5
jzmvfi4c,495837,icon,1,7.76,45,Female,College,0.1,10,0,15b,1,2.25,-1.25
jzmw3uoj,481287,icon,1,8.37,19,Male,College,0.05,20,0,0a,1,20,-19
jzmw3uoj,481287,icon,1,8.37,19,Male,College,0.1,10,0,10b,1,4.75,-3.75
jzmvig5l,600934,icon,1,6.25,33,Male,Graduate school,0.1,10,0,17b,1,1.25,-0.25
jzmvig5l,600934,icon,1,6.25,33,Male,Graduate school,0.05,20,0,18b,1,1.5,-0.5
jzmvxof4,764801,circle,3,7.725,33,Male,High school,0.05,20,0,14b,1,5.5,-4.5
jzmvxof4,764801,circle,3,7.725,33,Male,High school,0.1,10,0,15b,1,2.25,-1.25
jzmwkizg,356663,bar,5,7.55,29,Male,High school,0.1,10,0,19b,1,0.5,0.5
jzmwkizg,356663,bar,5,7.55,29,Male,High school,0.05,20,0,19b,1,1,0
jzmvvwk9,688815,circle,3,7.385,65,Male,College,0.05,20,0,16b,1,3.5,-2.5
jzmvvwk9,688815,circle,3,7.385,65,Male,College,0.1,10,0,14b,1,2.75,-1.75
jzmvem40,424822,bar,5,7.125,26,Female,Graduate school,0.05,20,0,7a,1,13.5,-12.5
jzmvem40,424822,bar,5,7.125,26,Female,Graduate school,0.1,10,0,0b,1,9.75,-8.75
jzmvf910,687008,triangle,4,8.725,30,Male,College,0.05,20,0,13b,1,6.5,-5.5
jzmvf910,687008,triangle,4,8.725,30,Male,College,0.1,10,0,14b,1,2.75,-1.75
jzmxtd76,125494,triangle,4,8.585,25,Male,College,0.1,10,0,4b,1,7.75,-6.75
jzmxtd76,125494,triangle,4,8.585,25,Male,College,0.05,20,0,8b,1,11.5,-10.5
jzmw06xx,665636,bar,5,6.095,23,Male,Professional school,0.1,10,0,19b,1,0.5,0.5
jzmw06xx,665636,bar,5,6.095,23,Male,Professional school,0.05,20,0,18b,1,1.5,-0.5
jzmw9qlt,212166,bar,5,8.595,38,Female,Graduate school,0.05,20,0,3b,1,16.5,-15.5
jzmw9qlt,212166,bar,5,8.595,38,Female,Graduate school,0.1,10,0,17b,1,1.25,-0.25
jzmvkrcl,788852,triangle,4,7.825,25,Male,College,0.05,20,0,15b,1,4.5,-3.5
jzmvkrcl,788852,triangle,4,7.825,25,Male,College,0.1,10,0,15b,1,2.25,-1.25
jzmway5a,837469,bar,5,7.38,28,Male,College,0.1,10,0,12b,1,3.75,-2.75
jzmway5a,837469,bar,5,7.38,28,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmyassz,696043,none,0,7.205,27,Male,High school,0.1,10,0,16b,1,1.75,-0.75
jzmyassz,696043,none,0,7.205,27,Male,High school,0.05,20,0,15b,1,4.5,-3.5
jzmw532l,487154,triangle,4,7.8,32,Male,College,0.05,20,0,5a,1,15.5,-14.5
jzmw532l,487154,triangle,4,7.8,32,Male,College,0.1,10,0,19b,1,0.5,0.5
jzmwkhod,129435,none,0,6.155,19,Male,College,0.1,10,0,17b,1,1.25,-0.25
jzmwkhod,129435,none,0,6.155,19,Male,College,0.05,20,0,19b,1,1,0
jzmvexo6,140433,none,0,7.19,35,Male,College,0.1,10,0,0b,1,9.75,-8.75
jzmvexo6,140433,none,0,7.19,35,Male,College,0.05,20,0,5b,1,14.5,-13.5
jzmvqt2h,654532,triangle,4,7.425,38,Male,College,0.1,10,0,16b,1,1.75,-0.75
jzmvqt2h,654532,triangle,4,7.425,38,Male,College,0.05,20,0,15b,1,4.5,-3.5
jzmvfc5q,519455,triangle,4,6.65,61,Male,College,0.05,20,0,15a,1,5.5,-4.5
jzmvfc5q,519455,triangle,4,6.65,61,Male,College,0.1,10,0,19b,1,0.5,0.5
jzmveyoc,759297,triangle,4,7.475,34,Female,College,0.05,20,0,5a,1,15.5,-14.5
jzmveyoc,759297,triangle,4,7.475,34,Female,College,0.1,10,0,1a,1,9.75,-8.75
jzmwvoxc,468586,circle,3,7.965,34,Male,Ph.D,0.1,10,0,2b,1,8.75,-7.75
jzmwvoxc,468586,circle,3,7.965,34,Male,Ph.D,0.05,20,0,5b,1,14.5,-13.5
jzmw46gv,311358,pie,2,6.915,24,Male,Graduate school,0.05,20,0,11b,1,8.5,-7.5
jzmw46gv,311358,pie,2,6.915,24,Male,Graduate school,0.1,10,0,8b,1,5.75,-4.75
jzmxk16y,1765914,icon,1,8.135,27,Female,Graduate school,0.05,20,0,12b,1,7.5,-6.5
jzmxk16y,1765914,icon,1,8.135,27,Female,Graduate school,0.1,10,0,12b,1,3.75,-2.75
jzmvl3w9,361740,pie,2,7.74,33,Female,Graduate school,0.05,20,0,5a,1,15.5,-14.5
jzmvl3w9,361740,pie,2,7.74,33,Female,Graduate school,0.1,10,0,11a,1,4.75,-3.75
jzmvqxtg,402729,icon,1,8.37,30,Male,College,0.1,10,0,16b,1,1.75,-0.75
jzmvqxtg,402729,icon,1,8.37,30,Male,College,0.05,20,0,10b,1,9.5,-8.5
jzmx4s68,331564,none,0,6.57,38,Male,College,0.05,20,0,16a,1,4.5,-3.5
jzmx4s68,331564,none,0,6.57,38,Male,College,0.1,10,0,15a,1,2.75,-1.75
jzmvhy9n,907884,none,0,6.355,34,Male,Graduate school,0.05,20,0,17b,1,2.5,-1.5
jzmvhy9n,907884,none,0,6.355,34,Male,Graduate school,0.1,10,0,18b,1,0.75,0.25
jzmvesnd,341389,none,0,6.575,33,Male,College,0.05,20,0,15b,1,4.5,-3.5
jzmvesnd,341389,none,0,6.575,33,Male,College,0.1,10,0,12b,1,3.75,-2.75
jzmvfr1y,671824,circle,3,7.205,28,Female,College,0.05,20,0,11a,1,9.5,-8.5
jzmvfr1y,671824,circle,3,7.205,28,Female,College,0.1,10,0,7b,1,6.25,-5.25
jzmw0zgp,192418,none,0,7.25,27,Male,College,0.05,20,0,19b,1,1,0
jzmw0zgp,192418,none,0,7.25,27,Male,College,0.1,10,0,13b,1,3.25,-2.25
jzmybkho,652336,triangle,4,8.155,46,Male,College,0.05,20,0,5b,1,14.5,-13.5
jzmybkho,652336,triangle,4,8.155,46,Male,College,0.1,10,0,7b,1,6.25,-5.25
jzmvefsv,331993,bar,5,7.485,31,Male,College,0.05,20,0,13b,1,6.5,-5.5
jzmvefsv,331993,bar,5,7.485,31,Male,College,0.1,10,0,13a,1,3.75,-2.75
jzmvgmim,546646,icon,1,7.895,37,Male,Graduate school,0.05,20,0,9b,1,10.5,-9.5
jzmvgmim,546646,icon,1,7.895,37,Male,Graduate school,0.1,10,0,15a,1,2.75,-1.75
jzmvzqqh,486357,icon,1,6.03,31,Male,College,0.05,20,0,0b,1,19.5,-18.5
jzmvzqqh,486357,icon,1,6.03,31,Male,College,0.1,10,0,0b,1,9.75,-8.75
jzmw3w7q,784332,none,0,8.83,31,Female,Graduate school,0.05,20,0,2b,1,17.5,-16.5
jzmw3w7q,784332,none,0,8.83,31,Female,Graduate school,0.1,10,0,8b,1,5.75,-4.75
jzmvzzir,422563,pie,2,6.78,24,Male,College,0.05,20,0,19b,1,1,0
jzmvzzir,422563,pie,2,6.78,24,Male,College,0.1,10,0,15b,1,2.25,-1.25
jzmvfu6s,1195971,none,0,5.96,49,Male,College,0.1,10,0,0a,1,10,-9
jzmvfu6s,1195971,none,0,5.96,49,Male,College,0.05,20,0,0a,1,20,-19
jzmx7l3a,398523,icon,1,7.645,51,Male,College,0.05,20,0,5b,1,14.5,-13.5
jzmx7l3a,398523,icon,1,7.645,51,Male,College,0.1,10,0,14b,1,2.75,-1.75
jzmw3jb4,1038017,icon,1,8.125,34,Female,Ph.D,0.1,10,0,10b,1,4.75,-3.75
jzmw3jb4,1038017,icon,1,8.125,34,Female,Ph.D,0.05,20,0,10b,1,9.5,-8.5
jzmxqv6e,1618595,icon,1,6.195,28,Male,Professional school,0.05,20,0,7a,1,13.5,-12.5
jzmxqv6e,1618595,icon,1,6.195,28,Male,Professional school,0.1,10,0,11a,1,4.75,-3.75
jzmvppaz,1845290,bar,5,7.85,26,Female,Professional school,0.05,20,0,10b,1,9.5,-8.5
jzmvppaz,1845290,bar,5,7.85,26,Female,Professional school,0.1,10,0,10b,1,4.75,-3.75
