"","postId","time_diff_experiment","condition","vis","bonus","age","gender","education","p","prob1","prob2","x1","x2","lotterychoice","ev","ce","rrp","error","lnerror","exact","ev_perceived","rrp_perceived"
"1827","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.75,0.75,0.25,20,0,"11b",15,8,0.466666666666667,1,0,1,15,0.466666666666667
"1828","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.05,0.05,0.95,50,20,"19b",21.5,21.5,0,1,0,1,21.5,0
"1829","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.5,0.5,0.5,50,20,"14b",35,28.25,0.192857142857143,1,0,1,35,0.192857142857143
"1830","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.5,0.5,0.5,40,10,"13b",25,19.75,0.21,1,0,1,25,0.21
"1831","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.05,0.05,0.95,40,10,"19b",11.5,11.5,0,1,0,1,11.5,0
"1832","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.95,0.95,0.05,20,0,"1b",19,18,0.0526315789473684,1,0,1,19,0.0526315789473684
"1833","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.9,0.9,0.1,50,0,"1b",45,46.25,-0.0277777777777778,1,0,1,45,-0.0277777777777778
"1834","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.5,0.5,0.5,50,0,"8b",25,28.75,-0.15,1,0,1,25,-0.15
"1835","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.05,0.05,0.95,20,0,"18b",1,1,0,1,0,1,1,0
"1836","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.25,0.25,0.75,20,0,"15b",5,4,0.2,1,0,1,5,0.2
"1837","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.9,0.9,0.1,20,10,"2b",19,18.75,0.0131578947368421,1,0,1,19,0.0131578947368421
"1838","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.5,0.5,0.5,10,0,"11b",5,4.25,0.15,1,0,1,5,0.15
"1839","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.25,0.25,0.75,40,10,"18b",17.5,12.25,0.3,1,0,1,17.5,0.3
"1840","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.9,0.9,0.1,10,0,"2b",9,8.75,0.0277777777777778,1,0,1,9,0.0277777777777778
"1841","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.95,0.95,0.05,40,10,"1b",38.5,37.75,0.0194805194805195,1,0,1,38.5,0.0194805194805195
"1842","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.75,0.75,0.25,50,20,"8b",42.5,37.25,0.123529411764706,1,0,1,42.5,0.123529411764706
"1843","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.1,0.1,0.9,20,10,"19b",11,10.5,0.0454545454545455,1,0,1,11,0.0454545454545455
"1844","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.1,0.1,0.9,10,0,"16b",1,1.75,-0.75,1,0,1,1,-0.75
"1845","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.95,0.95,0.05,50,20,"1b",48.5,47.75,0.0154639175257732,1,0,1,48.5,0.0154639175257732
"1846","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.75,0.75,0.25,40,10,"4b",32.5,33.25,-0.0230769230769231,1,0,1,32.5,-0.0230769230769231
"1847","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.05,0.05,0.95,150,50,"19b",55,55,0,1,0,1,55,0
"1848","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.25,0.25,0.75,50,20,"19b",27.5,21.5,0.218181818181818,1,0,1,27.5,0.218181818181818
"1849","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.1,0.1,0.9,50,0,"18b",5,3.75,0.25,1,0,1,5,0.25
"1850","jtk6gac7",829469,"icon",1,6.25,49,"Male","College",0.5,0.5,0.5,20,10,"14b",15,12.75,0.15,1,0,1,15,0.15
"1976","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.9,0.9,0.1,20,10,"4b",19,17.75,0.0657894736842105,1,0,1,19,0.0657894736842105
"1977","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.25,0.25,0.75,50,20,"16b",27.5,25.25,0.0818181818181818,1,0,1,27.5,0.0818181818181818
"1978","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.9,0.9,0.1,50,0,"4b",45,38.75,0.138888888888889,1,0,1,45,0.138888888888889
"1979","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.1,0.1,0.9,20,10,"18b",11,10.75,0.0227272727272727,1,0,1,11,0.0227272727272727
"1980","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.75,0.75,0.25,40,10,"13b",32.5,19.75,0.392307692307692,1,0,1,32.5,0.392307692307692
"1981","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.1,0.1,0.9,50,0,"18b",5,3.75,0.25,1,0,1,5,0.25
"1982","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.05,0.05,0.95,40,10,"18b",11.5,12.25,-0.0652173913043478,1,0,1,11.5,-0.0652173913043478
"1983","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.5,0.5,0.5,40,10,"13b",25,19.75,0.21,1,0,1,25,0.21
"1984","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.5,0.5,0.5,10,0,"8b",5,5.75,-0.15,1,0,1,5,-0.15
"1985","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.5,0.5,0.5,150,0,"12b",75,56.25,0.25,1,0,1,75,0.25
"1986","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.05,0.05,0.95,50,20,"18b",21.5,22.25,-0.0348837209302326,1,0,1,21.5,-0.0348837209302326
"1987","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.5,0.5,0.5,50,0,"12b",25,18.75,0.25,1,0,1,25,0.25
"1988","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.5,0.5,0.5,20,10,"12b",15,13.75,0.0833333333333333,1,0,1,15,0.0833333333333333
"1989","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.05,0.05,0.95,150,50,"18b",55,57,-0.0363636363636364,1,0,1,55,-0.0363636363636364
"1990","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.75,0.75,0.25,20,0,"15b",15,4,0.733333333333333,1,0,1,15,0.733333333333333
"1991","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.95,0.95,0.05,50,20,"18b",48.5,22.25,0.541237113402062,1,0,1,48.5,0.541237113402062
"1992","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.95,0.95,0.05,20,0,"18b",19,1,0.947368421052632,1,0,1,19,0.947368421052632
"1993","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.05,0.05,0.95,20,0,"18b",1,1,0,1,0,1,1,0
"1994","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.95,0.95,0.05,40,10,"1b",38.5,37.75,0.0194805194805195,1,0,1,38.5,0.0194805194805195
"1995","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.9,0.9,0.1,10,0,"3b",9,8.25,0.0833333333333333,1,0,1,9,0.0833333333333333
"1996","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.25,0.25,0.75,40,10,"18b",17.5,12.25,0.3,1,0,1,17.5,0.3
"1997","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.5,0.5,0.5,50,20,"10b",35,34.25,0.0214285714285714,1,0,1,35,0.0214285714285714
"1998","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.25,0.25,0.75,20,0,"16b",5,3,0.4,1,0,1,5,0.4
"1999","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.75,0.75,0.25,50,20,"6b",42.5,40.25,0.0529411764705882,1,0,1,42.5,0.0529411764705882
"2000","jtk6hl9b",362497,"none",0,6.46,31,"Male","College",0.1,0.1,0.9,10,0,"18b",1,0.75,0.25,1,0,1,1,0.25
"2101","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.75,0.75,0.25,50,20,"0a",42.5,50,-0.176470588235294,1,0,1,42.5,-0.176470588235294
"2102","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.9,0.9,0.1,20,10,"0a",19,20,-0.0526315789473684,1,0,1,19,-0.0526315789473684
"2103","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.1,0.1,0.9,50,0,"19b",5,2.5,0.5,1,0,1,5,0.5
"2104","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.75,0.75,0.25,40,10,"0a",32.5,40,-0.230769230769231,1,0,1,32.5,-0.230769230769231
"2105","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.9,0.9,0.1,50,0,"0a",45,50,-0.111111111111111,1,0,1,45,-0.111111111111111
"2106","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.1,0.1,0.9,20,10,"1a",11,19.75,-0.795454545454545,1,0,1,11,-0.795454545454545
"2107","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.95,0.95,0.05,50,20,"0a",48.5,50,-0.0309278350515464,1,0,1,48.5,-0.0309278350515464
"2108","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.5,0.5,0.5,150,0,"14a",75,48.75,0.35,1,0,1,75,0.35
"2109","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.5,0.5,0.5,40,10,"13a",25,21.25,0.15,1,0,1,25,0.15
"2110","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.25,0.25,0.75,40,10,"14a",17.5,19.75,-0.128571428571429,1,0,1,17.5,-0.128571428571429
"2111","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.5,0.5,0.5,50,0,"13a",25,18.75,0.25,1,0,1,25,0.25
"2112","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.25,0.25,0.75,50,20,"19b",27.5,21.5,0.218181818181818,1,0,1,27.5,0.218181818181818
"2113","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.5,0.5,0.5,20,10,"10a",15,15.25,-0.0166666666666667,1,0,1,15,-0.0166666666666667
"2114","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.9,0.9,0.1,10,0,"0a",9,10,-0.111111111111111,1,0,1,9,-0.111111111111111
"2115","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.05,0.05,0.95,20,0,"16a",1,4,-3,1,0,1,1,-3
"2116","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.5,0.5,0.5,10,0,"19b",5,0.5,0.9,1,0,1,5,0.9
"2117","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.1,0.1,0.9,10,0,"19b",1,0.5,0.5,1,0,1,1,0.5
"2118","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.05,0.05,0.95,150,50,"19b",55,55,0,1,0,1,55,0
"2119","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.05,0.05,0.95,50,20,"19b",21.5,21.5,0,1,0,1,21.5,0
"2120","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.25,0.25,0.75,20,0,"19b",5,1,0.8,1,0,1,5,0.8
"2121","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.05,0.05,0.95,40,10,"19b",11.5,11.5,0,1,0,1,11.5,0
"2122","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.95,0.95,0.05,40,10,"0a",38.5,40,-0.038961038961039,1,0,1,38.5,-0.038961038961039
"2123","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.75,0.75,0.25,20,0,"10a",15,10,0.333333333333333,1,0,1,15,0.333333333333333
"2124","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.95,0.95,0.05,20,0,"0a",19,20,-0.0526315789473684,1,0,1,19,-0.0526315789473684
"2125","jtk9ayki",569533,"icon",1,6.205,24,"Male","College",0.5,0.5,0.5,50,20,"0a",35,50,-0.428571428571429,1,0,1,35,-0.428571428571429
"2351","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.5,0.5,0.5,50,20,"12b",35,31.25,0.107142857142857,1,0,1,35,0.107142857142857
"2352","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.25,0.25,0.75,40,10,"14b",17.5,18.25,-0.0428571428571429,1,0,1,17.5,-0.0428571428571429
"2353","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.75,0.75,0.25,20,0,"10b",15,9,0.4,1,0,1,15,0.4
"2354","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.05,0.05,0.95,50,20,"18b",21.5,22.25,-0.0348837209302326,1,0,1,21.5,-0.0348837209302326
"2355","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.9,0.9,0.1,50,0,"8b",45,28.75,0.361111111111111,1,0,1,45,0.361111111111111
"2356","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.95,0.95,0.05,50,20,"1b",48.5,47.75,0.0154639175257732,1,0,1,48.5,0.0154639175257732
"2357","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.95,0.95,0.05,40,10,"1b",38.5,37.75,0.0194805194805195,1,0,1,38.5,0.0194805194805195
"2358","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.5,0.5,0.5,150,0,"10b",75,71.25,0.05,1,0,1,75,0.05
"2359","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.5,0.5,0.5,40,10,"12b",25,21.25,0.15,1,0,1,25,0.15
"2360","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.75,0.75,0.25,40,10,"10b",32.5,24.25,0.253846153846154,1,0,1,32.5,0.253846153846154
"2361","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.25,0.25,0.75,50,20,"16b",27.5,25.25,0.0818181818181818,1,0,1,27.5,0.0818181818181818
"2362","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.1,0.1,0.9,50,0,"17b",5,6.25,-0.25,1,0,1,5,-0.25
"2363","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.05,0.05,0.95,150,50,"17b",55,62,-0.127272727272727,1,0,1,55,-0.127272727272727
"2364","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.9,0.9,0.1,20,10,"1b",19,19.25,-0.0131578947368421,1,0,1,19,-0.0131578947368421
"2365","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.5,0.5,0.5,10,0,"12b",5,3.75,0.25,1,0,1,5,0.25
"2366","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.9,0.9,0.1,10,0,"2b",9,8.75,0.0277777777777778,1,0,1,9,0.0277777777777778
"2367","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.5,0.5,0.5,50,0,"12b",25,18.75,0.25,1,0,1,25,0.25
"2368","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.1,0.1,0.9,20,10,"16b",11,11.75,-0.0681818181818182,1,0,1,11,-0.0681818181818182
"2369","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.05,0.05,0.95,20,0,"18b",1,1,0,1,0,1,1,0
"2370","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.05,0.05,0.95,40,10,"18b",11.5,12.25,-0.0652173913043478,1,0,1,11.5,-0.0652173913043478
"2371","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.75,0.75,0.25,50,20,"6b",42.5,40.25,0.0529411764705882,1,0,1,42.5,0.0529411764705882
"2372","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.5,0.5,0.5,20,10,"10b",15,14.75,0.0166666666666667,1,0,1,15,0.0166666666666667
"2373","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.1,0.1,0.9,10,0,"17b",1,1.25,-0.25,1,0,1,1,-0.25
"2374","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.25,0.25,0.75,20,0,"15b",5,4,0.2,1,0,1,5,0.2
"2375","jtk6q6ic",501587,"none",0,6.55,28,"Male","High school",0.95,0.95,0.05,20,0,"1b",19,18,0.0526315789473684,1,0,1,19,0.0526315789473684
"2476","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.25,0.18,0.82,40,10,"0a",17.5,40,-1.28571428571429,0.72,-0.328504066972036,0,15.4,-1.5974025974026
"2477","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.75,0.6,0.4,50,20,"13a",42.5,31.25,0.264705882352941,0.8,-0.22314355131421,0,38,0.177631578947368
"2478","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.05,0.5,0.5,40,10,"0b",11.5,39.25,-2.41304347826087,10,2.30258509299405,0,25,-0.57
"2479","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.05,0.5,0.5,20,0,"13b",1,6,-5,10,2.30258509299405,0,10,0.4
"2480","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.25,0.5,0.5,50,20,"19b",27.5,21.5,0.218181818181818,2,0.693147180559945,0,35,0.385714285714286
"2481","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.9,0.85,0.15,50,0,"0a",45,50,-0.111111111111111,0.944444444444444,-0.0571584138399486,0,42.5,-0.176470588235294
"2482","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.1,0.9,0.1,50,0,"0a",5,50,-9,9,2.19722457733622,0,45,-0.111111111111111
"2483","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.05,0.99,0.01,50,20,"0a",21.5,50,-1.32558139534884,19.8,2.98568193770049,0,49.7,-0.00603621730382288
"2484","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.5,0.5,0.5,20,10,"0a",15,20,-0.333333333333333,1,0,1,15,-0.333333333333333
"2485","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.95,0.9,0.1,20,0,"0a",19,20,-0.0526315789473684,0.947368421052632,-0.0540672212702757,0,18,-0.111111111111111
"2486","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.9,0.8,0.2,10,0,"0a",9,10,-0.111111111111111,0.888888888888889,-0.117783035656383,0,8,-0.25
"2487","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.5,0.5,0.5,40,10,"19b",25,11.5,0.54,1,0,1,25,0.54
"2488","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.5,0.5,0.5,10,0,"19b",5,0.5,0.9,1,0,1,5,0.9
"2489","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.75,0.75,0.25,40,10,"0a",32.5,40,-0.230769230769231,1,0,1,32.5,-0.230769230769231
"2490","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.1,0.1,0.9,20,10,"0a",11,20,-0.818181818181818,1,0,1,11,-0.818181818181818
"2491","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.9,0.9,0.1,20,10,"0a",19,20,-0.0526315789473684,1,0,1,19,-0.0526315789473684
"2492","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.95,0.06,0.94,40,10,"0a",38.5,40,-0.038961038961039,0.0631578947368421,-2.76211742237249,0,11.8,-2.38983050847458
"2493","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.75,0.75,0.25,20,0,"0a",15,20,-0.333333333333333,1,0,1,15,-0.333333333333333
"2494","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.25,0.25,0.75,20,0,"10b",5,9,-0.8,1,0,1,5,-0.8
"2495","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.05,0.04,0.96,150,50,"0a",55,150,-1.72727272727273,0.8,-0.22314355131421,0,54,-1.77777777777778
"2496","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.1,0.1,0.9,10,0,"19b",1,0.5,0.5,1,0,1,1,0.5
"2497","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.95,0.04,0.96,50,20,"0a",48.5,50,-0.0309278350515464,0.0421052631578947,-3.16758253048065,0,21.2,-1.35849056603774
"2498","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.5,0.5,0.5,50,20,"0a",35,50,-0.428571428571429,1,0,1,35,-0.428571428571429
"2499","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.5,0.5,0.5,150,0,"19b",75,7.5,0.9,1,0,1,75,0.9
"2500","jtk6fhre",804995,"pie",2,7.19,63,"Female","High school",0.5,0.5,0.5,50,0,"19b",25,2.5,0.9,1,0,1,25,0.9
"2501","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.9,0.9,0.1,20,10,"3b",19,18.25,0.0394736842105263,1,0,1,19,0.0394736842105263
"2502","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.25,0.3,0.7,20,0,"13b",5,6,-0.2,1.2,0.182321556793955,0,6,0
"2503","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.75,0.8,0.2,50,20,"6b",42.5,40.25,0.0529411764705882,1.06666666666667,0.0645385211375712,0,44,0.0852272727272727
"2504","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.05,0.15,0.85,150,50,"16b",55,67,-0.218181818181818,3,1.09861228866811,0,65,-0.0307692307692308
"2505","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.1,0.2,0.8,20,10,"10b",11,14.75,-0.340909090909091,2,0.693147180559945,0,12,-0.229166666666667
"2506","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.25,0.4,0.6,40,10,"13b",17.5,19.75,-0.128571428571429,1.6,0.470003629245736,0,22,0.102272727272727
"2507","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.5,0.7,0.3,40,10,"4b",25,33.25,-0.33,1.4,0.336472236621213,0,31,-0.0725806451612903
"2508","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.5,0.65,0.35,50,0,"6b",25,33.75,-0.35,1.3,0.262364264467491,0,32.5,-0.0384615384615385
"2509","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.95,0.95,0.05,20,0,"2b",19,17,0.105263157894737,1,0,1,19,0.105263157894737
"2510","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.25,0.35,0.65,50,20,"10b",27.5,34.25,-0.245454545454545,1.4,0.336472236621213,0,30.5,-0.122950819672131
"2511","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.5,0.65,0.35,150,0,"6b",75,101.25,-0.35,1.3,0.262364264467491,0,97.5,-0.0384615384615385
"2512","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.5,0.65,0.35,10,0,"8b",5,5.75,-0.15,1.3,0.262364264467491,0,6.5,0.115384615384615
"2513","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.75,0.85,0.15,40,10,"4b",32.5,33.25,-0.0230769230769231,1.13333333333333,0.125163142954006,0,35.5,0.0633802816901408
"2514","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.9,0.95,0.05,10,0,"3b",9,8.25,0.0833333333333333,1.05555555555556,0.0540672212702758,0,9.5,0.131578947368421
"2515","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.5,0.55,0.45,50,20,"9b",35,35.75,-0.0214285714285714,1.1,0.0953101798043249,0,36.5,0.0205479452054795
"2516","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.5,0.55,0.45,20,10,"9b",15,15.25,-0.0166666666666667,1.1,0.0953101798043249,0,15.5,0.0161290322580645
"2517","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.75,0.85,0.15,20,0,"4b",15,15,0,1.13333333333333,0.125163142954006,0,17,0.117647058823529
"2518","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.95,0.95,0.05,50,20,"1b",48.5,47.75,0.0154639175257732,1,0,1,48.5,0.0154639175257732
"2519","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.05,0.1,0.9,20,0,"16b",1,3,-2,2,0.693147180559945,0,2,-0.5
"2520","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.1,0.2,0.8,10,0,"13b",1,3.25,-2.25,2,0.693147180559945,0,2,-0.625
"2521","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.05,0.1,0.9,40,10,"13b",11.5,19.75,-0.717391304347826,2,0.693147180559945,0,13,-0.519230769230769
"2522","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.95,0.9,0.1,40,10,"4b",38.5,33.25,0.136363636363636,0.947368421052632,-0.0540672212702757,0,37,0.101351351351351
"2523","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.1,0.2,0.8,50,0,"14b",5,13.75,-1.75,2,0.693147180559945,0,10,-0.375
"2524","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.9,0.9,0.1,50,0,"4b",45,38.75,0.138888888888889,1,0,1,45,0.138888888888889
"2525","jtk8ed1y",722395,"triangle",4,7.57,31,"Male","College",0.05,0.15,0.85,50,20,"13b",21.5,29.75,-0.383720930232558,3,1.09861228866811,0,24.5,-0.214285714285714
"2801","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.05,0.09,0.91,150,50,"16b",55,67,-0.218181818181818,1.8,0.587786664902119,0,59,-0.135593220338983
"2802","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.5,0.8,0.2,10,0,"9a",5,5.75,-0.15,1.6,0.470003629245736,0,8,0.28125
"2803","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.95,0.99,0.01,40,10,"0b",38.5,39.25,-0.0194805194805195,1.04210526315789,0.0412429585340492,0,39.7,0.0113350125944585
"2804","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.5,0.8,0.2,150,0,"2a",75,138.75,-0.85,1.6,0.470003629245736,0,120,-0.15625
"2805","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.75,0.91,0.09,20,0,"2a",15,18,-0.2,1.21333333333333,0.19337139298054,0,18.2,0.0109890109890109
"2806","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.9,0.97,0.03,50,0,"0b",45,48.75,-0.0833333333333333,1.07777777777778,0.0749013081731177,0,48.5,-0.00515463917525773
"2807","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.75,0.91,0.09,50,20,"2a",42.5,47.75,-0.123529411764706,1.21333333333333,0.19337139298054,0,47.3,-0.00951374207188167
"2808","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.95,0.99,0.01,50,20,"1a",48.5,49.25,-0.0154639175257732,1.04210526315789,0.0412429585340492,0,49.7,0.00905432595573446
"2809","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.5,0.75,0.25,40,10,"8a",25,28.75,-0.15,1.5,0.405465108108164,0,32.5,0.115384615384615
"2810","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.5,0.75,0.25,50,20,"8b",35,37.25,-0.0642857142857143,1.5,0.405465108108164,0,42.5,0.123529411764706
"2811","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.75,0.9,0.1,40,10,"2a",32.5,37.75,-0.161538461538462,1.2,0.182321556793955,0,37,-0.0202702702702703
"2812","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.9,0.96,0.04,20,10,"2a",19,19.25,-0.0131578947368421,1.06666666666667,0.0645385211375712,0,19.6,0.0178571428571429
"2813","jtk8m41o",398355,"circle",3,7.065,29,"Male","High school",0.9,0.96,0.04,10,0,"2a",9,9.25,-0.0277777777777778,1.06666666666667,0.0645385211375712,0,9.6,0.0364583333333333
