postId,time_diff_experiment,condition,vis,bonus,age,gender,education,p,prob1,prob2,x1,x2,lotterychoice,ev,ce,rrp,error,lnerror,exact,ev_perceived,rrp_perceived
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.95,0.95,0.05,40.0,10.0,1b,38.5,37.75,0.01948051948051948,1.0,0.0,1,38.5,0.01948051948051948
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.75,0.75,0.25,50.0,20.0,8b,42.5,37.25,0.12352941176470589,1.0,0.0,1,42.5,0.12352941176470589
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.1,0.1,0.9,20.0,10.0,19b,11.0,10.5,0.045454545454545456,1.0,0.0,1,11.0,0.045454545454545456
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.1,0.1,0.9,10.0,0.0,16b,1.0,1.75,-0.75,1.0,0.0,1,1.0,-0.75
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.95,0.95,0.05,50.0,20.0,1b,48.5,47.75,0.015463917525773196,1.0,0.0,1,48.5,0.015463917525773196
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.75,0.75,0.25,40.0,10.0,4b,32.5,33.25,-0.023076923076923078,1.0,0.0,1,32.5,-0.023076923076923078
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.05,0.05,0.95,150.0,50.0,19b,55.0,55,0.0,1.0,0.0,1,55.0,0.0
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.25,0.25,0.75,50.0,20.0,19b,27.5,21.5,0.21818181818181817,1.0,0.0,1,27.5,0.21818181818181817
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.1,0.1,0.9,50.0,0.0,18b,5.0,3.75,0.25,1.0,0.0,1,5.0,0.25
jtk6gac7,829469,icon,1,6.250000000000001,49,Male,College,0.5,0.5,0.5,20.0,10.0,14b,15.0,12.75,0.15,1.0,0.0,1,15.0,0.15
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.95,0.95,0.05,40.0,10.0,2a,38.5,37.75,0.01948051948051948,1.0,0.0,1,38.5,0.01948051948051948
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.5,0.5,0.5,50.0,20.0,13a,35.0,31.25,0.10714285714285714,1.0,0.0,1,35.0,0.10714285714285714
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.05,0.05,0.95,50.0,20.0,19b,21.5,21.5,0.0,1.0,0.0,1,21.5,0.0
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.9,0.9,0.1,50.0,0.0,0a,45.0,50,-0.1111111111111111,1.0,0.0,1,45.0,-0.1111111111111111
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.9,0.9,0.1,20.0,10.0,0a,19.0,20,-0.05263157894736842,1.0,0.0,1,19.0,-0.05263157894736842
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.25,0.25,0.75,20.0,0.0,15b,5.0,4,0.2,1.0,0.0,1,5.0,0.2
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.5,0.5,0.5,20.0,10.0,10b,15.0,14.75,0.016666666666666666,1.0,0.0,1,15.0,0.016666666666666666
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.75,0.75,0.25,50.0,20.0,0a,42.5,50,-0.17647058823529413,1.0,0.0,1,42.5,-0.17647058823529413
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.5,0.5,0.5,50.0,0.0,16b,25.0,8.75,0.65,1.0,0.0,1,25.0,0.65
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.1,0.1,0.9,50.0,0.0,19b,5.0,2.5,0.5,1.0,0.0,1,5.0,0.5
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.05,0.05,0.95,150.0,50.0,19b,55.0,55,0.0,1.0,0.0,1,55.0,0.0
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.95,0.95,0.05,20.0,0.0,0a,19.0,20,-0.05263157894736842,1.0,0.0,1,19.0,-0.05263157894736842
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.1,0.1,0.9,20.0,10.0,19b,11.0,10.5,0.045454545454545456,1.0,0.0,1,11.0,0.045454545454545456
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.95,0.95,0.05,50.0,20.0,0b,48.5,49.25,-0.015463917525773196,1.0,0.0,1,48.5,-0.015463917525773196
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.9,0.9,0.1,10.0,0.0,0b,9.0,9.75,-0.08333333333333333,1.0,0.0,1,9.0,-0.08333333333333333
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.25,0.25,0.75,40.0,10.0,15b,17.5,16.75,0.04285714285714286,1.0,0.0,1,17.5,0.04285714285714286
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.1,0.1,0.9,10.0,0.0,19b,1.0,0.5,0.5,1.0,0.0,1,1.0,0.5
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.05,0.05,0.95,40.0,10.0,19b,11.5,11.5,0.0,1.0,0.0,1,11.5,0.0
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.5,0.5,0.5,40.0,10.0,13b,25.0,19.75,0.21,1.0,0.0,1,25.0,0.21
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.25,0.25,0.75,50.0,20.0,13b,27.5,29.75,-0.08181818181818182,1.0,0.0,1,27.5,-0.08181818181818182
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.75,0.75,0.25,20.0,0.0,10b,15.0,9,0.4,1.0,0.0,1,15.0,0.4
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.5,0.5,0.5,10.0,0.0,10b,5.0,4.75,0.05,1.0,0.0,1,5.0,0.05
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.05,0.05,0.95,20.0,0.0,19b,1.0,1,0.0,1.0,0.0,1,1.0,0.0
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.5,0.5,0.5,150.0,0.0,16a,75.0,33.75,0.55,1.0,0.0,1,75.0,0.55
jtkbb4qa,2505060,icon,1,5.7700000000000005,28,Male,College,0.75,0.75,0.25,40.0,10.0,10a,32.5,25.75,0.2076923076923077,1.0,0.0,1,32.5,0.2076923076923077
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.95,0.99,0.01,50.0,20.0,19b,48.5,21.5,0.5567010309278351,1.0421052631578949,0.04124295853404922,0,49.7,0.5674044265593562
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.5,0.99,0.01,40.0,10.0,9b,25.0,25.75,-0.03,1.98,0.6830968447064438,0,39.7,0.35138539042821165
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.5,0.99,0.01,10.0,0.0,16b,5.0,1.75,0.65,1.98,0.6830968447064438,0,9.9,0.8232323232323232
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.05,0.99,0.01,20.0,0.0,19b,1.0,1,0.0,19.799999999999997,2.9856819377004893,0,19.8,0.9494949494949495
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.5,0.92,0.08,50.0,20.0,10a,35.0,35.75,-0.02142857142857143,1.84,0.6097655716208943,0,47.6,0.2489495798319328
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.75,0.98,0.02,20.0,0.0,15b,15.0,4,0.7333333333333333,1.3066666666666666,0.26747936513426146,0,19.6,0.7959183673469388
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.1,0.99,0.01,10.0,0.0,19b,1.0,0.5,0.5,9.899999999999999,2.292534757140544,0,9.9,0.9494949494949495
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.75,0.99,0.01,40.0,10.0,19b,32.5,11.5,0.6461538461538462,1.32,0.27763173659827955,0,39.7,0.7103274559193955
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.75,0.73,0.27,50.0,20.0,11b,42.5,32.75,0.22941176470588234,0.9733333333333333,-0.027028672387919374,0,41.9,0.21837708830548924
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.95,0.79,0.21,20.0,0.0,11b,19.0,8,0.5789473684210527,0.8315789473684211,-0.1844290391335193,0,15.8,0.4936708860759494
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.95,0.99,0.01,40.0,10.0,19b,38.5,11.5,0.7012987012987013,1.0421052631578949,0.04124295853404922,0,39.7,0.7103274559193955
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.5,0.99,0.01,50.0,0.0,19b,25.0,2.5,0.9,1.98,0.6830968447064438,0,49.5,0.9494949494949495
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.5,0.98,0.02,20.0,10.0,19b,15.0,10.5,0.3,1.96,0.6729444732424258,0,19.8,0.4696969696969697
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.05,0.99,0.01,50.0,20.0,13b,21.5,29.75,-0.38372093023255816,19.799999999999997,2.9856819377004893,0,49.7,0.4014084507042254
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.25,0.98,0.02,20.0,0.0,11b,5.0,8,-0.6,3.92,1.366091653802371,0,19.6,0.5918367346938775
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.9,0.85,0.15,20.0,10.0,14b,19.0,12.75,0.32894736842105265,0.9444444444444444,-0.05715841383994864,0,18.5,0.3108108108108108
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.9,0.98,0.02,50.0,0.0,11b,45.0,21.25,0.5277777777777778,1.0888888888888888,0.08515780834030677,0,49.0,0.5663265306122449
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.9,0.99,0.01,10.0,0.0,13b,9.0,3.25,0.6388888888888888,1.0999999999999999,0.09531017980432474,0,9.9,0.6717171717171717
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.1,0.99,0.01,50.0,0.0,12b,5.0,18.75,-2.75,9.899999999999999,2.292534757140544,0,49.5,0.6212121212121212
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.5,0.99,0.01,150.0,0.0,19b,75.0,7.5,0.9,1.98,0.6830968447064438,0,148.5,0.9494949494949495
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.05,0.92,0.08,40.0,10.0,12b,11.5,21.25,-0.8478260869565217,18.4,2.91235066461494,0,37.6,0.43484042553191493
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.25,0.48,0.52,40.0,10.0,13b,17.5,19.75,-0.12857142857142856,1.92,0.6523251860396901,0,24.4,0.19057377049180324
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.05,0.59,0.41,150.0,50.0,11b,55.0,92,-0.6727272727272727,11.799999999999999,2.468099531471619,0,109.0,0.1559633027522936
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.1,0.6,0.4,20.0,10.0,11b,11.0,14.25,-0.29545454545454547,5.999999999999999,1.791759469228055,0,16.0,0.109375
jtkcm5nm,472907,icon,1,7.125000000000002,30,Female,College,0.25,0.55,0.45,50.0,20.0,11b,27.5,32.75,-0.19090909090909092,2.2,0.7884573603642703,0,36.5,0.10273972602739725
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.75,0.99,0.01,50.0,20.0,6b,42.5,40.25,0.052941176470588235,1.32,0.27763173659827955,0,49.7,0.1901408450704226
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.5,0.99,0.01,50.0,0.0,8b,25.0,28.75,-0.15,1.98,0.6830968447064438,0,49.5,0.41919191919191917
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.5,0.95,0.05,10.0,0.0,10b,5.0,4.75,0.05,1.9,0.6418538861723947,0,9.5,0.5
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.1,0.99,0.01,20.0,10.0,10b,11.0,14.75,-0.3409090909090909,9.899999999999999,2.292534757140544,0,19.900000000000002,0.2587939698492463
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.5,0.99,0.01,150.0,0.0,10b,75.0,71.25,0.05,1.98,0.6830968447064438,0,148.5,0.5202020202020202
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.1,0.99,0.01,50.0,0.0,8b,5.0,28.75,-4.75,9.899999999999999,2.292534757140544,0,49.5,0.41919191919191917
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.05,0.95,0.05,20.0,0.0,10b,1.0,9,-8.0,18.999999999999996,2.9444389791664403,0,19.0,0.5263157894736842
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.75,0.95,0.05,20.0,0.0,5b,15.0,14,0.06666666666666667,1.2666666666666666,0.23638877806423034,0,19.0,0.2631578947368421
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.25,0.99,0.01,20.0,0.0,5b,5.0,14,-1.8,3.96,1.3762440252663892,0,19.8,0.29292929292929293
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.5,0.75,0.25,20.0,10.0,10b,15.0,14.75,0.016666666666666666,1.5,0.4054651081081644,0,17.5,0.15714285714285714
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.9,0.99,0.01,20.0,10.0,12b,19.0,13.75,0.27631578947368424,1.0999999999999999,0.09531017980432474,0,19.900000000000002,0.3090452261306533
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.5,0.95,0.05,40.0,10.0,13b,25.0,19.75,0.21,1.9,0.6418538861723947,0,38.5,0.487012987012987
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.05,0.85,0.15,50.0,20.0,13b,21.5,29.75,-0.38372093023255816,17.0,2.833213344056216,0,45.5,0.34615384615384615
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.95,0.9,0.1,50.0,20.0,13b,48.5,29.75,0.3865979381443299,0.9473684210526316,-0.0540672212702757,0,47.0,0.3670212765957447
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.05,0.97,0.03,150.0,50.0,10b,55.0,97,-0.7636363636363637,19.4,2.9652730660692823,0,147.0,0.3401360544217687
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.75,0.85,0.15,40.0,10.0,13b,32.5,19.75,0.3923076923076923,1.1333333333333333,0.125163142954006,0,35.5,0.44366197183098594
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.9,0.85,0.15,10.0,0.0,10b,9.0,4.75,0.4722222222222222,0.9444444444444444,-0.05715841383994864,0,8.5,0.4411764705882353
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.05,0.99,0.01,40.0,10.0,13b,11.5,19.75,-0.717391304347826,19.799999999999997,2.9856819377004893,0,39.7,0.5025188916876575
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.95,0.9,0.1,20.0,0.0,5b,19.0,14,0.2631578947368421,0.9473684210526316,-0.0540672212702757,0,18.0,0.2222222222222222
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.25,0.95,0.05,50.0,20.0,13b,27.5,29.75,-0.08181818181818182,3.8,1.33500106673234,0,48.5,0.3865979381443299
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.25,0.85,0.15,40.0,10.0,6b,17.5,30.25,-0.7285714285714285,3.4,1.2237754316221157,0,35.5,0.14788732394366197
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.5,0.9,0.1,50.0,20.0,13b,35.0,29.75,0.15,1.8,0.5877866649021191,0,47.0,0.3670212765957447
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.1,0.75,0.25,10.0,0.0,9b,1.0,5.25,-4.25,7.5,2.0149030205422647,0,7.5,0.3
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.95,0.97,0.03,40.0,10.0,6b,38.5,30.25,0.21428571428571427,1.0210526315789474,0.020834086902842053,0,39.099999999999994,0.22634271099744235
jtkc11ug,540686,bar,5,8.4,37,Female,Graduate school,0.9,0.99,0.01,50.0,0.0,8b,45.0,28.75,0.3611111111111111,1.0999999999999999,0.09531017980432474,0,49.5,0.41919191919191917
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.5,0.99,0.01,50.0,0.0,7a,25.0,33.75,-0.35,1.98,0.6830968447064438,0,49.5,0.3181818181818182
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.5,0.69,0.31,50.0,20.0,7b,35.0,38.75,-0.10714285714285714,1.38,0.3220834991691132,0,40.7,0.047911547911547975
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.9,0.99,0.01,10.0,0.0,1b,9.0,9.25,-0.027777777777777776,1.0999999999999999,0.09531017980432474,0,9.9,0.06565656565656569
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.5,0.5,0.5,150.0,0.0,6b,75.0,101.25,-0.35,1.0,0.0,1,75.0,-0.35
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.05,0.05,0.95,150.0,50.0,10b,55.0,97,-0.7636363636363637,1.0,0.0,1,55.0,-0.7636363636363637
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.1,0.1,0.9,50.0,0.0,8b,5.0,28.75,-4.75,1.0,0.0,1,5.0,-4.75
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.05,0.05,0.95,20.0,0.0,7b,1.0,12,-11.0,1.0,0.0,1,1.0,-11.0
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.95,0.95,0.05,40.0,10.0,5b,38.5,31.75,0.17532467532467533,1.0,0.0,1,38.5,0.17532467532467533
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.95,0.95,0.05,50.0,20.0,2b,48.5,46.25,0.04639175257731959,1.0,0.0,1,48.5,0.04639175257731959
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.5,0.5,0.5,40.0,10.0,9b,25.0,25.75,-0.03,1.0,0.0,1,25.0,-0.03
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.75,0.75,0.25,50.0,20.0,6b,42.5,40.25,0.052941176470588235,1.0,0.0,1,42.5,0.052941176470588235
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.9,0.9,0.1,50.0,0.0,3b,45.0,41.25,0.08333333333333333,1.0,0.0,1,45.0,0.08333333333333333
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.75,0.75,0.25,20.0,0.0,2b,15.0,17,-0.13333333333333333,1.0,0.0,1,15.0,-0.13333333333333333
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.05,0.05,0.95,40.0,10.0,14b,11.5,18.25,-0.5869565217391305,1.0,0.0,1,11.5,-0.5869565217391305
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.25,0.25,0.75,40.0,10.0,9b,17.5,25.75,-0.4714285714285714,1.0,0.0,1,17.5,-0.4714285714285714
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.25,0.25,0.75,20.0,0.0,4b,5.0,15,-2.0,1.0,0.0,1,5.0,-2.0
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.1,0.1,0.9,20.0,10.0,0b,11.0,19.75,-0.7954545454545454,1.0,0.0,1,11.0,-0.7954545454545454
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.25,0.25,0.75,50.0,20.0,19b,27.5,21.5,0.21818181818181817,1.0,0.0,1,27.5,0.21818181818181817
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.1,0.1,0.9,10.0,0.0,0b,1.0,9.75,-8.75,1.0,0.0,1,1.0,-8.75
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.9,0.9,0.1,20.0,10.0,8b,19.0,15.75,0.17105263157894737,1.0,0.0,1,19.0,0.17105263157894737
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.75,0.75,0.25,40.0,10.0,13b,32.5,19.75,0.3923076923076923,1.0,0.0,1,32.5,0.3923076923076923
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.5,0.5,0.5,10.0,0.0,0b,5.0,9.75,-0.95,1.0,0.0,1,5.0,-0.95
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.95,0.95,0.05,20.0,0.0,11b,19.0,8,0.5789473684210527,1.0,0.0,1,19.0,0.5789473684210527
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.05,0.05,0.95,50.0,20.0,16b,21.5,25.25,-0.1744186046511628,1.0,0.0,1,21.5,-0.1744186046511628
jtkbseaq,618683,icon,1,8.455,56,Female,College,0.5,0.5,0.5,20.0,10.0,8b,15.0,15.75,-0.05,1.0,0.0,1,15.0,-0.05
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.1,0.16,0.84,10.0,0.0,17b,1.0,1.25,-0.25,1.5999999999999999,0.47000362924573547,0,1.6,0.21875000000000006
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.05,0.18,0.82,20.0,0.0,5a,1.0,15,-14.0,3.5999999999999996,1.2809338454620642,0,3.5999999999999996,-3.166666666666667
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.9,0.18,0.82,20.0,10.0,8a,19.0,16.25,0.14473684210526316,0.19999999999999998,-1.6094379124341005,0,11.8,-0.37711864406779655
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.9,0.19,0.81,10.0,0.0,4a,9.0,8.25,0.08333333333333333,0.2111111111111111,-1.5553706911638245,0,1.9,-3.3421052631578947
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.9,0.19,0.81,50.0,0.0,17a,45.0,8.75,0.8055555555555556,0.2111111111111111,-1.5553706911638245,0,9.5,0.07894736842105263
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.95,0.13,0.87,50.0,20.0,12b,48.5,31.25,0.3556701030927835,0.1368421052631579,-1.988927534139004,0,23.9,-0.30753138075313813
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.25,0.11,0.89,50.0,20.0,10b,27.5,34.25,-0.24545454545454545,0.44,-0.8209805520698302,0,23.3,-0.4699570815450643
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.1,0.12,0.88,50.0,0.0,12b,5.0,18.75,-2.75,1.2,0.1823215567939546,0,6.0,-2.125
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.75,0.13,0.87,20.0,0.0,13b,15.0,6,0.6,0.17333333333333334,-1.7525387560747736,0,2.6,-1.3076923076923077
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.5,0.18,0.82,40.0,10.0,2b,25.0,36.25,-0.45,0.36,-1.0216512475319814,0,15.4,-1.353896103896104
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.95,0.18,0.82,20.0,0.0,9b,19.0,10,0.47368421052631576,0.18947368421052632,-1.663505133704376,0,3.5999999999999996,-1.7777777777777781
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.05,0.19,0.81,40.0,10.0,2b,11.5,36.25,-2.152173913043478,3.8,1.33500106673234,0,15.700000000000001,-1.3089171974522291
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.5,0.1,0.9,50.0,0.0,10b,25.0,23.75,0.05,0.2,-1.6094379124341003,0,5.0,-3.75
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.75,0.13,0.87,50.0,20.0,4b,42.5,43.25,-0.01764705882352941,0.17333333333333334,-1.7525387560747736,0,23.9,-0.8096234309623432
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.05,0.11,0.89,150.0,50.0,6b,55.0,117,-1.1272727272727272,2.1999999999999997,0.78845736036427,0,61.0,-0.9180327868852459
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.5,0.19,0.81,20.0,10.0,2b,15.0,18.75,-0.25,0.38,-0.9675840262617056,0,11.900000000000002,-0.5756302521008401
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.25,0.18,0.82,40.0,10.0,4b,17.5,33.25,-0.9,0.72,-0.3285040669720361,0,15.4,-1.1590909090909092
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.05,0.11,0.89,50.0,20.0,12b,21.5,31.25,-0.45348837209302323,2.1999999999999997,0.78845736036427,0,23.3,-0.3412017167381974
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.95,0.79,0.21,40.0,10.0,10b,38.5,24.25,0.37012987012987014,0.8315789473684211,-0.1844290391335193,0,33.7,0.2804154302670624
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.5,0.52,0.48,10.0,0.0,10b,5.0,4.75,0.05,1.04,0.03922071315328133,0,5.2,0.08653846153846156
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.5,0.81,0.19,150.0,0.0,16b,75.0,26.25,0.65,1.62,0.4824261492442928,0,121.50000000000001,0.7839506172839507
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.5,0.13,0.87,50.0,20.0,16b,35.0,25.25,0.2785714285714286,0.26,-1.3470736479666092,0,23.9,-0.05648535564853563
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.25,0.11,0.89,20.0,0.0,5b,5.0,14,-1.8,0.44,-0.8209805520698302,0,2.2,-5.363636363636363
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.1,0.5,0.5,20.0,10.0,10b,11.0,14.75,-0.3409090909090909,5.0,1.6094379124341003,0,15.0,0.016666666666666666
jtkc2qk8,881792,pie,2,8.944999999999999,21,Male,Graduate school,0.75,0.2,0.8,40.0,10.0,4b,32.5,33.25,-0.023076923076923078,0.26666666666666666,-1.3217558399823195,0,16.0,-1.078125
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.9,0.9,0.09999999999999998,20.0,10.0,4b,19.0,17.75,0.06578947368421052,1.0,0.0,1,19.0,0.06578947368421052
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.25,0.25,0.75,50.0,20.0,16b,27.5,25.25,0.08181818181818182,1.0,0.0,1,27.5,0.08181818181818182
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.9,0.9,0.09999999999999998,50.0,0.0,4b,45.0,38.75,0.1388888888888889,1.0,0.0,1,45.0,0.1388888888888889
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.1,0.1,0.9,20.0,10.0,18b,11.0,10.75,0.022727272727272728,1.0,0.0,1,11.0,0.022727272727272728
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.75,0.75,0.25,40.0,10.0,13b,32.5,19.75,0.3923076923076923,1.0,0.0,1,32.5,0.3923076923076923
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.1,0.1,0.9,50.0,0.0,18b,5.0,3.75,0.25,1.0,0.0,1,5.0,0.25
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.05,0.05,0.95,40.0,10.0,18b,11.5,12.25,-0.06521739130434782,1.0,0.0,1,11.5,-0.06521739130434782
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.5,0.5,0.5,40.0,10.0,13b,25.0,19.75,0.21,1.0,0.0,1,25.0,0.21
jtk6hl9b,362497,none,0,6.460000000000002,31,Male,College,0.5,0.5,0.5,10.0,0.0,8b,5.0,5.75,-0.15,1.0,0.0,1,5.0,-0.15
