"","postId","time_diff_experiment","condition","vis","bonus","age","gender","education","p","prob1","prob2","x1","x2","lotterychoice","ev","ce","rrp","error","lnerror","exact","ev_perceived","rrp_perceived","abs_error","abs_rrp"
"3065","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.1,0.15,0.85,10,0,"2a",1,9.25,-8.25,0.05,0.405465108108164,0,1.5,-5.16666666666667,0.05,8.25
"3066","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.5,0.4,0.6,40,10,"8b",25,27.25,-0.09,-0.1,-0.22314355131421,0,22,-0.238636363636364,0.1,0.09
"3067","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.75,0.5,0.5,50,20,"10b",42.5,34.25,0.194117647058824,-0.25,-0.405465108108164,0,35,0.0214285714285714,0.25,0.194117647058824
"3068","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.5,0.89,0.11,10,0,"13b",5,3.25,0.35,0.39,0.576613364303994,0,8.9,0.634831460674157,0.39,0.35
"3069","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.75,0.6,0.4,20,0,"11b",15,8,0.466666666666667,-0.15,-0.22314355131421,0,12,0.333333333333333,0.15,0.466666666666667
"3070","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.5,0.7,0.3,20,10,"15b",15,12.25,0.183333333333333,0.2,0.336472236621213,0,17,0.279411764705882,0.2,0.183333333333333
"3071","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.25,0.9,0.1,50,20,"17b",27.5,23.75,0.136363636363636,0.65,1.28093384546206,0,47,0.49468085106383,0.65,0.136363636363636
"3072","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.05,0.8,0.2,50,20,"16b",21.5,25.25,-0.174418604651163,0.75,2.77258872223978,0,44,0.426136363636364,0.75,0.174418604651163
"3073","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.05,0.5,0.5,20,0,"10b",1,9,-8,0.45,2.30258509299405,0,10,0.1,0.45,8
"3074","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.75,0.75,0.25,40,10,"14b",32.5,18.25,0.438461538461538,0,0,1,32.5,0.438461538461538,0,0.438461538461538
"3075","jtkb6s66",814280,"circle",3,6.565,34,"Female","College",0.9,0.99,0.01,50,0,"17b",45,6.25,0.861111111111111,0.09,0.0953101798043247,0,49.5,0.873737373737374,0.09,0.861111111111111
"3076","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.05,0.05,0.95,40,10,"13b",11.5,19.75,-0.717391304347826,0,0,1,11.5,-0.717391304347826,0,0.717391304347826
"3077","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.5,0.5,0.5,40,10,"13b",25,19.75,0.21,0,0,1,25,0.21,0,0.21
"3078","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.25,0.25,0.75,40,10,"0b",17.5,39.25,-1.24285714285714,0,0,1,17.5,-1.24285714285714,0,1.24285714285714
"3079","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.95,0.95,0.05,50,20,"13b",48.5,29.75,0.38659793814433,0,0,1,48.5,0.38659793814433,0,0.38659793814433
"3080","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.95,0.95,0.05,20,0,"10b",19,9,0.526315789473684,0,0,1,19,0.526315789473684,0,0.526315789473684
"3081","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.1,0.1,0.9,20,10,"10b",11,14.75,-0.340909090909091,0,0,1,11,-0.340909090909091,0,0.340909090909091
"3082","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.5,0.5,0.5,150,0,"10b",75,71.25,0.05,0,0,1,75,0.05,0,0.05
"3083","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.1,0.1,0.9,10,0,"14b",1,2.75,-1.75,0,0,1,1,-1.75,0,1.75
"3084","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.1,0.1,0.9,50,0,"16b",5,8.75,-0.75,0,0,1,5,-0.75,0,0.75
"3085","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.75,0.75,0.25,20,0,"10b",15,9,0.4,0,0,1,15,0.4,0,0.4
"3086","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.5,0.5,0.5,50,20,"13b",35,29.75,0.15,0,0,1,35,0.15,0,0.15
"3087","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.75,0.75,0.25,50,20,"6b",42.5,40.25,0.0529411764705882,0,0,1,42.5,0.0529411764705882,0,0.0529411764705882
"3088","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.25,0.25,0.75,20,0,"14b",5,5,0,0,0,1,5,0,0,0
"3089","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.25,0.25,0.75,50,20,"13b",27.5,29.75,-0.0818181818181818,0,0,1,27.5,-0.0818181818181818,0,0.0818181818181818
"3090","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.9,0.9,0.1,20,10,"9b",19,15.25,0.197368421052632,0,0,1,19,0.197368421052632,0,0.197368421052632
"3091","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.05,0.05,0.95,20,0,"15b",1,4,-3,0,0,1,1,-3,0,3
"3092","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.5,0.5,0.5,10,0,"13b",5,3.25,0.35,0,0,1,5,0.35,0,0.35
"3093","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.5,0.5,0.5,20,10,"13b",15,13.25,0.116666666666667,0,0,1,15,0.116666666666667,0,0.116666666666667
"3094","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.9,0.9,0.1,10,0,"12b",9,3.75,0.583333333333333,0,0,1,9,0.583333333333333,0,0.583333333333333
"3095","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.9,0.9,0.1,50,0,"8b",45,28.75,0.361111111111111,0,0,1,45,0.361111111111111,0,0.361111111111111
"3096","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.75,0.8,0.2,40,10,"7b",32.5,28.75,0.115384615384615,0.05,0.0645385211375712,0,34,0.154411764705882,0.05,0.115384615384615
"3097","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.05,0.05,0.95,50,20,"16b",21.5,25.25,-0.174418604651163,0,0,1,21.5,-0.174418604651163,0,0.174418604651163
"3098","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.5,0.5,0.5,50,0,"16b",25,8.75,0.65,0,0,1,25,0.65,0,0.65
"3099","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.05,0.05,0.95,150,50,"17b",55,62,-0.127272727272727,0,0,1,55,-0.127272727272727,0,0.127272727272727
"3100","jtkb6ht5",766918,"bar",5,6.92,57,"Male","College",0.95,0.95,0.05,40,10,"10b",38.5,24.25,0.37012987012987,0,0,1,38.5,0.37012987012987,0,0.37012987012987
"3126","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.75,0.75,0.25,40,10,"5b",32.5,31.75,0.0230769230769231,0,0,1,32.5,0.0230769230769231,0,0.0230769230769231
"3127","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.5,0.5,0.5,20,10,"10b",15,14.75,0.0166666666666667,0,0,1,15,0.0166666666666667,0,0.0166666666666667
"3128","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.95,0.95,0.05,40,10,"2b",38.5,36.25,0.0584415584415584,0,0,1,38.5,0.0584415584415584,0,0.0584415584415584
"3129","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.05,0.05,0.95,150,50,"18b",55,57,-0.0363636363636364,0,0,1,55,-0.0363636363636364,0,0.0363636363636364
"3130","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.5,0.5,0.5,10,0,"5b",5,7.25,-0.45,0,0,1,5,-0.45,0,0.45
"3131","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.95,0.95,0.05,50,20,"2b",48.5,46.25,0.0463917525773196,0,0,1,48.5,0.0463917525773196,0,0.0463917525773196
"3132","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.25,0.25,0.75,40,10,"13b",17.5,19.75,-0.128571428571429,0,0,1,17.5,-0.128571428571429,0,0.128571428571429
"3133","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.95,0.95,0.05,20,0,"2b",19,17,0.105263157894737,0,0,1,19,0.105263157894737,0,0.105263157894737
"3134","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.05,0.05,0.95,20,0,"15b",1,4,-3,0,0,1,1,-3,0,3
"3135","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.9,0.9,0.1,50,0,"4b",45,38.75,0.138888888888889,0,0,1,45,0.138888888888889,0,0.138888888888889
"3136","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.75,0.75,0.25,50,20,"7b",42.5,38.75,0.0882352941176471,0,0,1,42.5,0.0882352941176471,0,0.0882352941176471
"3137","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.1,0.1,0.9,20,10,"13b",11,13.25,-0.204545454545455,0,0,1,11,-0.204545454545455,0,0.204545454545455
"3138","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.5,0.5,0.5,50,20,"8b",35,37.25,-0.0642857142857143,0,0,1,35,-0.0642857142857143,0,0.0642857142857143
"3139","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.5,0.5,0.5,50,0,"12b",25,18.75,0.25,0,0,1,25,0.25,0,0.25
"3140","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.05,0.05,0.95,50,20,"17b",21.5,23.75,-0.104651162790698,0,0,1,21.5,-0.104651162790698,0,0.104651162790698
"3141","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.5,0.5,0.5,150,0,"12b",75,56.25,0.25,0,0,1,75,0.25,0,0.25
"3142","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.1,0.1,0.9,50,0,"17b",5,6.25,-0.25,0,0,1,5,-0.25,0,0.25
"3143","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.1,0.1,0.9,10,0,"15b",1,2.25,-1.25,0,0,1,1,-1.25,0,1.25
"3144","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.5,0.5,0.5,40,10,"10b",25,24.25,0.03,0,0,1,25,0.03,0,0.03
"3145","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.05,0.05,0.95,40,10,"17b",11.5,13.75,-0.195652173913043,0,0,1,11.5,-0.195652173913043,0,0.195652173913043
"3146","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.25,0.25,0.75,50,20,"15b",27.5,26.75,0.0272727272727273,0,0,1,27.5,0.0272727272727273,0,0.0272727272727273
"3147","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.75,0.75,0.25,20,0,"5b",15,14,0.0666666666666667,0,0,1,15,0.0666666666666667,0,0.0666666666666667
"3148","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.9,0.9,0.1,20,10,"3b",19,18.25,0.0394736842105263,0,0,1,19,0.0394736842105263,0,0.0394736842105263
"3149","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.25,0.25,0.75,20,0,"15b",5,4,0.2,0,0,1,5,0.2,0,0.2
"3150","jtkdp4nk",921222,"none",0,6.315,43,"Male","Graduate school",0.9,0.9,0.1,10,0,"3b",9,8.25,0.0833333333333333,0,0,1,9,0.0833333333333333,0,0.0833333333333333
"3201","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.05,0.07,0.93,20,0,"10b",1,9,-8,0.02,0.336472236621213,0,1.4,-5.42857142857143,0.02,8
"3202","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.5,0.5,0.5,50,20,"10b",35,34.25,0.0214285714285714,0,0,1,35,0.0214285714285714,0,0.0214285714285714
"3203","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.75,0.75,0.25,40,10,"1a",32.5,39.25,-0.207692307692308,0,0,1,32.5,-0.207692307692308,0,0.207692307692308
"3204","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.95,0.95,0.05,40,10,"0b",38.5,39.25,-0.0194805194805195,0,0,1,38.5,-0.0194805194805195,0,0.0194805194805195
"3205","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.05,0.05,0.95,40,10,"13b",11.5,19.75,-0.717391304347826,0,0,1,11.5,-0.717391304347826,0,0.717391304347826
"3206","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.5,0.5,0.5,150,0,"0b",75,146.25,-0.95,0,0,1,75,-0.95,0,0.95
"3207","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.05,0.05,0.95,50,20,"17b",21.5,23.75,-0.104651162790698,0,0,1,21.5,-0.104651162790698,0,0.104651162790698
"3208","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.5,0.5,0.5,50,0,"2b",25,43.75,-0.75,0,0,1,25,-0.75,0,0.75
"3209","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.5,0.5,0.5,40,10,"1b",25,37.75,-0.51,0,0,1,25,-0.51,0,0.51
"3210","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.95,0.95,0.05,50,20,"0b",48.5,49.25,-0.0154639175257732,0,0,1,48.5,-0.0154639175257732,0,0.0154639175257732
"3211","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.9,0.9,0.1,20,10,"0b",19,19.75,-0.0394736842105263,0,0,1,19,-0.0394736842105263,0,0.0394736842105263
"3212","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.9,0.9,0.1,10,0,"0b",9,9.75,-0.0833333333333333,0,0,1,9,-0.0833333333333333,0,0.0833333333333333
"3213","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.25,0.25,0.75,50,20,"13b",27.5,29.75,-0.0818181818181818,0,0,1,27.5,-0.0818181818181818,0,0.0818181818181818
"3214","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.25,0.25,0.75,20,0,"10b",5,9,-0.8,0,0,1,5,-0.8,0,0.8
"3215","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.25,0.25,0.75,40,10,"16b",17.5,15.25,0.128571428571429,0,0,1,17.5,0.128571428571429,0,0.128571428571429
"3216","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.5,0.5,0.5,10,0,"0b",5,9.75,-0.95,0,0,1,5,-0.95,0,0.95
"3217","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.95,0.95,0.05,20,0,"0b",19,19,0,0,0,1,19,0,0,0
"3218","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.75,0.75,0.25,50,20,"0b",42.5,49.25,-0.158823529411765,0,0,1,42.5,-0.158823529411765,0,0.158823529411765
"3219","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.1,0.05,0.95,50,0,"12b",5,18.75,-2.75,-0.05,-0.693147180559945,0,2.5,-6.5,0.05,2.75
"3220","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.75,0.75,0.25,20,0,"5a",15,15,0,0,0,1,15,0,0,0
"3221","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.05,0.05,0.95,150,50,"12b",55,87,-0.581818181818182,0,0,1,55,-0.581818181818182,0,0.581818181818182
"3222","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.9,0.9,0.1,50,0,"0b",45,48.75,-0.0833333333333333,0,0,1,45,-0.0833333333333333,0,0.0833333333333333
"3223","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.5,0.5,0.5,20,10,"4a",15,18.25,-0.216666666666667,0,0,1,15,-0.216666666666667,0,0.216666666666667
"3224","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.1,0.1,0.9,10,0,"10b",1,4.75,-3.75,0,0,1,1,-3.75,0,3.75
"3225","jtkcny28",341981,"icon",1,7.985,27,"Female","High school",0.1,0.1,0.9,20,10,"16a",11,12.25,-0.113636363636364,0,0,1,11,-0.113636363636364,0,0.113636363636364
"3251","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.75,0.8,0.2,20,0,"0a",15,20,-0.333333333333333,0.05,0.0645385211375712,0,16,-0.25,0.05,0.333333333333333
"3252","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.75,0.8,0.2,50,20,"0a",42.5,50,-0.176470588235294,0.05,0.0645385211375712,0,44,-0.136363636363636,0.05,0.176470588235294
"3253","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.95,0.9,0.1,20,0,"19b",19,1,0.947368421052632,-0.0499999999999999,-0.0540672212702757,0,18,0.944444444444444,0.0499999999999999,0.947368421052632
"3254","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.5,0.6,0.4,40,10,"19b",25,11.5,0.54,0.1,0.182321556793955,0,28,0.589285714285714,0.1,0.54
"3255","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.75,0.8,0.2,40,10,"19b",32.5,11.5,0.646153846153846,0.05,0.0645385211375712,0,34,0.661764705882353,0.05,0.646153846153846
"3256","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.05,0.08,0.92,40,10,"19b",11.5,11.5,0,0.03,0.470003629245735,0,12.4,0.0725806451612905,0.03,0
"3257","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.25,0.4,0.6,40,10,"14a",17.5,19.75,-0.128571428571429,0.15,0.470003629245736,0,22,0.102272727272727,0.15,0.128571428571429
"3258","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.1,0.15,0.85,10,0,"15a",1,2.75,-1.75,0.05,0.405465108108164,0,1.5,-0.833333333333333,0.05,1.75
"3259","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.05,0.06,0.94,20,0,"11a",1,9,-8,0.01,0.182321556793955,0,1.2,-6.5,0.01,8
"3260","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.5,0.75,0.25,50,0,"5b",25,36.25,-0.45,0.25,0.405465108108164,0,37.5,0.0333333333333333,0.25,0.45
"3261","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.1,0.15,0.85,20,10,"19b",11,10.5,0.0454545454545455,0.05,0.405465108108164,0,11.5,0.0869565217391304,0.05,0.0454545454545455
"3262","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.5,0.75,0.25,50,20,"6b",35,40.25,-0.15,0.25,0.405465108108164,0,42.5,0.0529411764705882,0.25,0.15
"3263","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.95,0.97,0.03,50,20,"1b",48.5,47.75,0.0154639175257732,0.02,0.0208340869028421,0,49.1,0.0274949083503055,0.02,0.0154639175257732
"3264","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.9,0.98,0.02,20,10,"2b",19,18.75,0.0131578947368421,0.08,0.0851578083403068,0,19.8,0.0530303030303031,0.08,0.0131578947368421
"3265","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.9,0.97,0.03,50,0,"2b",45,43.75,0.0277777777777778,0.07,0.0749013081731177,0,48.5,0.0979381443298969,0.07,0.0277777777777778
"3266","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.25,0.42,0.58,50,20,"12b",27.5,31.25,-0.136363636363636,0.17,0.518793793415168,0,32.6,0.0414110429447853,0.17,0.136363636363636
"3267","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.95,0.97,0.03,40,10,"8b",38.5,27.25,0.292207792207792,0.02,0.0208340869028421,0,39.1,0.30306905370844,0.02,0.292207792207792
"3268","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.05,0.08,0.92,50,20,"14b",21.5,28.25,-0.313953488372093,0.03,0.470003629245735,0,22.4,-0.261160714285714,0.03,0.313953488372093
"3269","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.5,0.75,0.25,20,10,"3b",15,18.25,-0.216666666666667,0.25,0.405465108108164,0,17.5,-0.0428571428571429,0.25,0.216666666666667
"3270","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.25,0.4,0.6,20,0,"15b",5,4,0.2,0.15,0.470003629245736,0,8,0.5,0.15,0.2
"3271","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.5,0.7,0.3,10,0,"12b",5,3.75,0.25,0.2,0.336472236621213,0,7,0.464285714285714,0.2,0.25
"3272","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.5,0.7,0.3,150,0,"12b",75,56.25,0.25,0.2,0.336472236621213,0,105,0.464285714285714,0.2,0.25
"3273","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.05,0.08,0.92,150,50,"10b",55,97,-0.763636363636364,0.03,0.470003629245735,0,58,-0.672413793103448,0.03,0.763636363636364
"3274","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.9,0.95,0.05,10,0,"14b",9,2.75,0.694444444444444,0.0499999999999999,0.0540672212702758,0,9.5,0.710526315789474,0.0499999999999999,0.694444444444444
"3275","jtkb6e7e",1635199,"triangle",4,7.43,41,"Male","High school",0.1,0.1,0.9,50,0,"11b",5,21.25,-3.25,0,0,1,5,-3.25,0,3.25
"3276","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.5,0.5,0.5,150,0,"10b",75,71.25,0.05,0,0,1,75,0.05,0,0.05
"3277","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.5,0.5,0.5,50,0,"9b",25,26.25,-0.05,0,0,1,25,-0.05,0,0.05
"3278","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.05,0.5,0.5,150,50,"7b",55,112,-1.03636363636364,0.45,2.30258509299405,0,100,-0.12,0.45,1.03636363636364
"3279","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.05,0.5,0.5,40,10,"12b",11.5,21.25,-0.847826086956522,0.45,2.30258509299405,0,25,0.15,0.45,0.847826086956522
"3280","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.25,0.5,0.5,50,20,"10b",27.5,34.25,-0.245454545454545,0.25,0.693147180559945,0,35,0.0214285714285714,0.25,0.245454545454545
"3281","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.9,0.5,0.5,50,0,"10b",45,23.75,0.472222222222222,-0.4,-0.587786664902119,0,25,0.05,0.4,0.472222222222222
"3282","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.25,0.5,0.5,20,0,"10b",5,9,-0.8,0.25,0.693147180559945,0,10,0.1,0.25,0.8
"3283","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.5,0.5,0.5,10,0,"10b",5,4.75,0.05,0,0,1,5,0.05,0,0.05
"3284","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.75,0.4,0.6,50,20,"8b",42.5,37.25,0.123529411764706,-0.35,-0.628608659422374,0,32,-0.1640625,0.35,0.123529411764706
"3285","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.5,0.3,0.7,20,10,"5b",15,17.25,-0.15,-0.2,-0.510825623765991,0,13,-0.326923076923077,0.2,0.15
"3286","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.95,0.5,0.5,20,0,"10b",19,9,0.526315789473684,-0.45,-0.641853886172395,0,10,0.1,0.45,0.526315789473684
"3287","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.1,0.35,0.65,20,10,"6b",11,16.75,-0.522727272727273,0.25,1.25276296849537,0,13.5,-0.240740740740741,0.25,0.522727272727273
"3288","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.1,0.5,0.5,10,0,"10b",1,4.75,-3.75,0.4,1.6094379124341,0,5,0.05,0.4,3.75
"3289","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.5,0.4,0.6,40,10,"8b",25,27.25,-0.09,-0.1,-0.22314355131421,0,22,-0.238636363636364,0.1,0.09
"3290","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.95,0.35,0.65,50,20,"6b",48.5,40.25,0.170103092783505,-0.6,-0.998528830111127,0,30.5,-0.319672131147541,0.6,0.170103092783505
"3291","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.5,0.35,0.65,50,20,"7b",35,38.75,-0.107142857142857,-0.15,-0.356674943938732,0,30.5,-0.270491803278689,0.15,0.107142857142857
"3292","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.95,0.4,0.6,40,10,"10b",38.5,24.25,0.37012987012987,-0.55,-0.864997437486604,0,22,-0.102272727272727,0.55,0.37012987012987
"3293","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.75,0.4,0.6,40,10,"11b",32.5,22.75,0.3,-0.35,-0.628608659422374,0,22,-0.0340909090909091,0.35,0.3
"3294","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.9,0.5,0.5,10,0,"10b",9,4.75,0.472222222222222,-0.4,-0.587786664902119,0,5,0.05,0.4,0.472222222222222
"3295","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.9,0.25,0.75,20,10,"5b",19,17.25,0.0921052631578947,-0.65,-1.28093384546206,0,12.5,-0.38,0.65,0.0921052631578947
"3296","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.05,0.3,0.7,50,20,"7b",21.5,38.75,-0.802325581395349,0.25,1.79175946922805,0,29,-0.336206896551724,0.25,0.802325581395349
"3297","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.75,0.5,0.5,20,0,"10b",15,9,0.4,-0.25,-0.405465108108164,0,10,0.1,0.25,0.4
"3298","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.1,0.5,0.5,50,0,"10b",5,23.75,-3.75,0.4,1.6094379124341,0,25,0.05,0.4,3.75
"3299","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.05,0.5,0.5,20,0,"10b",1,9,-8,0.45,2.30258509299405,0,10,0.1,0.45,8
"3300","jtkcjy74",537517,"pie",2,9.09,30,"Male","College",0.25,0.4,0.6,40,10,"7b",17.5,28.75,-0.642857142857143,0.15,0.470003629245736,0,22,-0.306818181818182,0.15,0.642857142857143
"3301","jtkbo6bd",2846899,"bar",5,5.91,26,"Female","College",0.05,0.05,0.95,50,20,"14a",21.5,29.75,-0.383720930232558,0,0,1,21.5,-0.383720930232558,0,0.383720930232558
"3302","jtkbo6bd",2846899,"bar",5,5.91,26,"Female","College",0.05,0.1,0.9,150,50,"17b",55,62,-0.127272727272727,0.05,0.693147180559945,0,60,-0.0333333333333333,0.05,0.127272727272727
"3303","jtkbo6bd",2846899,"bar",5,5.91,26,"Female","College",0.95,0.9,0.1,20,0,"2b",19,17,0.105263157894737,-0.0499999999999999,-0.0540672212702757,0,18,0.0555555555555556,0.0499999999999999,0.105263157894737
"3304","jtkbo6bd",2846899,"bar",5,5.91,26,"Female","College",0.1,0.15,0.85,10,0,"18b",1,0.75,0.25,0.05,0.405465108108164,0,1.5,0.5,0.05,0.25
"3305","jtkbo6bd",2846899,"bar",5,5.91,26,"Female","College",0.75,0.8,0.2,40,10,"4b",32.5,33.25,-0.0230769230769231,0.05,0.0645385211375712,0,34,0.0220588235294118,0.05,0.0230769230769231
"3306","jtkbo6bd",2846899,"bar",5,5.91,26,"Female","College",0.9,0.9,0.1,50,0,"4b",45,38.75,0.138888888888889,0,0,1,45,0.138888888888889,0,0.138888888888889
